ID,Tweet Text,Relevance,Information Type,Event
[1066436350457589760],['فيضان السيول من اعلى سد #وادي_الليث شبيه بشلالات صلاله العارمه https://t.co/K7qNs5NT99'],Related,Infrastructure and utilities damage,Al Lith floods
[1066436303347101696],['@KSAEJ3 كلية الليث بس مافي شيء علقوا مكة كلها مو لازم مطر كافي الخمول والنوم والبرد والزكام والباعوض بس نايمين ونتسدح مذاكره مافي يوم واحد بس واثقل يوم علقوا وخلونا مبسوطين (((مكة)))جامعة ام القرى https://t.co/LhzJyeNkFR'],Related,Not applicable,Al Lith floods
[1066435804292136961],['#الليث_الان قصيدة للشاعر علي منقاش الشيبي اليزيدي عام 2015 من على سد وادي الليث الترابي وكان يعبر عن معاناة الناس نتيجة حال السد المزري. https://t.co/P6El7P9NMG'],Related,Affected individuals,Al Lith floods
[1066435796784373761],['@Rshaed @QiyasOnline @QiyasCare جينا من برا منطقة الليث وفي ظروف سيل وغرق وحصلنا الكليه مقفله وقياس يرسلون للبعض ويتركون البعض بدون اشعار!!!!!'],Related,Affected individuals,Al Lith floods
[1066435625459621888],['@Zeyad_jehani م في امطار ع شرق الليث'],Related,Caution and advice,Al Lith floods
[1066435586028969985],['#الليث_الآن\nاذا كانت معظم مشاريع تصريف السيول في مدننا فاشلة مع كل زخة مطر\nواذا كانت معظم السدود تتساقط بزيادة منسوب المياه فيها\nهل يحق لنا محاسبة من خطط ومن نفذ ومن استلم\nلم نصرف السيول ونحن بحاجة لقطرة ماء\nولماذا ننشئ السدود ولا نستفيد من تجميع المياه فيها'],Related,Infrastructure and utilities damage,Al Lith floods
[1066435463735648257],['@Zeyad_jehani زياد سئلتك يوم الخميس عن شرق الليث قلت امطار خفيفه ولكن جانا امطار غزيره لم نراه من قبل حتي دخلت سيولها محافظة الليث'],Related,Infrastructure and utilities damage,Al Lith floods
[1066435243719176198],['#الامطار\n🔴 انهيار سد وادي الليث \n\nودخول السيل لمحافظة الليث .. https://t.co/WWpejIfy0O'],Related,Infrastructure and utilities damage,Al Lith floods
[1066434941238603777],['الله يكفينا الشر \nشوفو امس الليث كيف صارت ونقلوها لمراكز إيواء\nوالسد فاض وقفلو طريق الساحل السيارات صارت كانها سمك 💔\n#سنابات_غازي_الذيابي'],Related,Infrastructure and utilities damage,Al Lith floods
[1066434873454407685],"['#الليث\nاللهم الطف بحالهم واخلفهم خير اللهم إنى أسألك خيرها وخير ما فيها، وخير ما أرسلت به، وأعوذ بك من شرها، وشر ما فيها، وشر ما أرسلت به https://t.co/nLdB3pD7Ar']",Related,Sympathy and emotional support,Al Lith floods
[1066434771981611009],['#وادي_الليث أين السد؟ وهل انهار ؟ وهل انتهى انشاؤه ؟ وأين المسؤولون لا يوضحون ؟ حرام هذا التلاعب بأرواح وأعصاب أهل الليث . https://t.co/T72OphCHzB'],Related,Infrastructure and utilities damage,Al Lith floods
[1066434766088605696],['@ICEvaluation @ica_qiyas ليش قياس ياجل اختبار كفايات بمنطقة الليث ويرسلون اشعار للناس وناس تسافر وتتعب وفي مطر بدون اي اشعار او رساله؟؟؟ @QiyasOnline'],Related,Not applicable,Al Lith floods
[1066434614271590400],['تنبيه متقدم - #منطقة_مكة_المكرمة - #الليث \n\n #الإنذار_المبكر #طقس_السعودية\n#الهيئة_العامة_للأرصاد_وحماية_البيئة https://t.co/ThLzPeSYqq'],Related,Caution and advice,Al Lith floods
[1066434457022812162],"['شاهد .. كيف أنقذ أحد أفراد حرس الحدود أسرة سعودية من السيل في كليبية الليث"" https://t.co/EpbKgaiGDQ https://t.co/u3L0nkwmWr']""",Related,Affected individuals,Al Lith floods
[1066434311883317250],['#بني_يزيد #سد_وادي_الليث اللهم سقيا رحمة ولا سقيا عذاب ولا بلاء ولا هدم ولا غرق . https://t.co/zBAzgziBr3'],Related,Sympathy and emotional support,Al Lith floods
[1066434267054555136],"['#سد_وادي_الليث ما وصلنا قبل قليل عن انكسار في السد،، اللهم احفظ أهل غميقة والليث يارب العالمين. https://t.co/Md5pPZI6UC']",Related,Infrastructure and utilities damage,Al Lith floods
[1066434067250495489],['مصدر لـ «عكاظ»: تعليق الدراسة في المدارس المتضررة في الليث - أخبار السعوديةhttps://t.co/G1KrvpRyQI'],Related,Caution and advice,Al Lith floods
[1066434033545035776],"['#قياس:\nتأجيل اختبار المعلمات المنعقد اليوم السبت 24 نوفمبر ، نظراً لتغير الاحوال الجوية بمحافظة #الليث https://t.co/oOcKvCxKAT']",Related,Caution and advice,Al Lith floods
[1066433786332815360],['بمتابعة أمير مكة ونائبه لجنة حصر أضرار الأمطار في محافظة الليث تباشر تسكين المتضررين وتقدم الإعاشة لهم ودعت اللجنة المتضررين لمراجعة مقرها في المحافظة للاستفادة من خدماتها .#السعودية  https://t.co/eulj3BshGM #تبوك'],Related,Donations and volunteering,Al Lith floods
[1066433497886281728],['٣٠ عام ضاعت فيها الليث بين الإهمال وعدم التخطيط\n٣٠ عام تتجدد بعدها ذكرى مؤلمة\n٣٠عام والليث تسمع عن التنمية ولاتراها\n٣٠عام وطريق السيل معروف\n٣٠عام لايوجد مشروع لتصريف السيول\n٣٠عام وسد الليث لايكتمل\n٣٠عام ونحن في وجه المدفع\n٣٠عام ونحن ننتظر وتمضي السنين\n٣٠عام شاهدة عليهم\nرحماك ربي https://t.co/6SUTxs4c3p'],Related,Sympathy and emotional support,Al Lith floods
[1066433434493612032],['إنهار السد وانهمرت السيول.. هكذا فك احتجاز 87 حالة داخل مركبات ومنازل الليث https://t.co/ShPecal9zD via @SabqOrg https://t.co/XT1SPIXcld'],Related,Affected individuals,Al Lith floods
[1066433247419211776],['#البيئة: سد الليث لايزال قيد التنفيذ.. وما تروج له المقاطع المتداولة غير حقيقي https://t.co/NUWKdH7Lrg https://t.co/zVEYtF0Vru'],Related,Caution and advice,Al Lith floods
[1066432953323061248],['#الليث_الان   الامر لا يستحق التهويل والوضع تحت السيطرة هذا كلام المسؤولين حسبنا الله ونعم الوكيل https://t.co/9ryNXOlMdD'],Related,Caution and advice,Al Lith floods
[1066432637575856129],['@m2QRHjr50EE6eU5 @Abu_Sameh_ قائمة باسماء اعلى السدود بالمملكه:\n\n1- سد وادي بيش في جازان 106 م\n\n2- سد الملك فهد في عسير 103 م\n\n3- سد وادي حلي 95  م\n\n4- سد وادي رابغ 80.55 م\n\n5- سد الليث  79.5 م\n\nمع العلم لم يتم الانتهاء من سد رابغ والليث.'],Not related,Not applicable,Al Lith floods
[1066432577538572293],['@Mii3ad7 يقولو الليث غرقت صح ؟'],Related,Not applicable,Al Lith floods
[1066432538930003970],['أجمل منظر ممكن تشاهده ل جريان سيل وادي المرقبان شرق محافظة \n#الليث https://t.co/62Dl60JcmR'],Related,Not applicable,Al Lith floods
[1066432323766427648],['@fayez_malki الوضع في الليث خطير https://t.co/7emK2Yxnzn'],Related,Caution and advice,Al Lith floods
[1066432283358449665],['من يسأل عن اهل  #الليث_الان هم بخير جميعاً ولاداعي لتهويل الأمور شكراً لكل مسؤول عمل بأمانه في هذه المحافظه فقد جنينا ليلة البارحة ثمرة عطائكم ووفائكم لاتوفيكم كلمة شكراً'],Related,Not applicable,Al Lith floods
[1066432227720990720],['عقب أضرار الأمطار في الليث.. أمير مكة يوجه بتشكيل لجنة للإيواء https://t.co/yWLVOkYyNz #صحيفة_مباشر_نيوز'],Related,Donations and volunteering,Al Lith floods
[1066432172540649472],['#الليث\nاللهم الطف بـ اهلنا في الليث\nوآمن روعاتهم\nواجعلها سقيا رحمه\nواكرم بها العباد والبلاد\nلا فاقدين ولا. مفقودين'],Related,Sympathy and emotional support,Al Lith floods
[1066431987848757249],['هذه البحيرة بطول حوالي 200م وعمق مترين تكونت أمام مدخل منزلي بمدينة الليث بسبب #سيل_وادي_الليث ونظراً لقربها من المنزل وخطورتها الصحية فإني أناشدكم بسرعة سحب المياه منها عاجلاً \n@baladiahallith \n@JeddahAmanah \n@SaudiMOH \n@aleithGh \n@yussefalzhrani \n@allithmc \n@faizalfaiz6 https://t.co/F165kVXgGd'],Related,Affected individuals,Al Lith floods
[1066431708105531397],['#الليث #الليث_الان \nوضع مبكي https://t.co/A0pSyEHWEs'],Related,Sympathy and emotional support,Al Lith floods
[1066431628996689921],['#الليث_الان\nهل صحيح سيل ثاني؟😕'],Related,Not applicable,Al Lith floods
[1066431526588620801],['- اذا رأيت نيوب الليث بارزة فلا تظنن أن الليث يبتسم'],Not related,Not applicable,Al Lith floods
[1066431516283146240],['بمتابعة أمير مكة ونائبه لجنة حصر أضرار الأمطار في محافظة الليث تباشر تسكين المتضررين وتقدم الإعاشة لهم ودعت اللجنة المتضررين لمراجعة مقرها في المحافظة للاستفادة من خدماتها .#السعودية  https://t.co/iCJ7XH7FUo #حائل'],Related,Donations and volunteering,Al Lith floods
[1066431426671910912],['#الليث تغرق\n الشوارع مليانة\nالمجرى الجنوبي فشل في احتواء السيل وتحول جزء منه على البلد \nالمصد خلف مجمع ريدان تسبب في كارثة على الحي المقابل له\nالمجرى الشمالي فشل كذلك ودخلت المياه المخطط الجنوبي\nهذا بمثابة انذار او انتظرو\n#الليث تموت'],Related,Infrastructure and utilities damage,Al Lith floods
[1066431219871744000],"['مؤكد:\n\n#تعليق_الدراسة ليوم غداً الأحد\nفي المؤسسة العامة للتدريب التقني والمهني\nفي محافظة  الليث ""\n\nإجازة سعيدة..\n\nأنشرها لتصل لغيرك..']""",Related,Caution and advice,Al Lith floods
